X,Y,id,latitude,longitude,altitude,geometry,city,coordinates,exhibition,full_address,heritage,library,multipurpose,name,ownership,performance,postal_code,province,screen,street_name,street_number,suite,timestamp,ward,n_id
-79.3919876,43.7788277,765,43.7788277,-79.3919876,,Point,,Toronto,,"3080 Bayview Avenue, Toronto, ON, M2N 5L3",,,1,Beth Tikvah Synagogue,Owned by others,1,M2N 5L3,ON,,Bayview Avenue,3080,,1473380419,23,51
-79.4127593,43.7599975,766,43.7599975,-79.4127593,,Point,,Toronto,,"49 Bogert Avenue, Toronto, ON, M2N 1K4",,,1,Lansing United Church,Owned by others,1,M2N 1K4,ON,,Bogert Avenue,49,,1473380419,23,38
-79.4084371,43.7748849,767,43.7748849,-79.4084371,,Point,,Toronto,,"89 Church Avenue, Toronto, ON, M2N 6C9",,,1,Mitchell Field Community Centre,City Owned,1,M2N 6C9,ON,,Church Avenue,89,,1473380419,23,51
-79.4192316,43.7721763,768,43.7721763,-79.4192316,,Point,,Toronto,,"75 Churchill Avenue, Toronto, ON, M2N 1Y9",,,1,St. Edward's Church Hall,Owned by others,1,M2N 1Y9,ON,,Churchill Avenue,75,,1473380419,23,37
-79.4150613,43.7714903,769,43.7714903,-79.4150613,,Point,,Toronto,,"38 Ellerslie Avenue, Toronto, ON, M2N 1X8",,,1,Willowdale Presbyterian Church,Owned by others,1,M2N 1X8,ON,,Ellerslie Avenue,38,,1473380419,23,37
-79.4273014,43.777147799999987,770,43.7771478,-79.4273014,,Point,,Toronto,1,"131 Finch Avenue West, Toronto, ON, M2N 2H8",,,1,Edithvale Community Centre,City Owned,1,M2N 2H8,ON,,Finch Avenue West,131,,1473380419,23,37
-79.422164400000014,43.7906023,771,43.7906023,-79.4221644,,Point,,Toronto,,"45 Goulding Avenue, Toronto, ON, M2M 1K8",,,1,Goulding Community Centre,City Owned,,M2M 1K8,ON,,Goulding Avenue,45,,1473380419,23,36
-79.4097336,43.7640492,772,43.7640492,-79.4097336,,Point,,Toronto,,"36 Greenfield Avenue, Toronto, ON, M2N 3C8",,,1,Cardinal Carter Academy for the Arts,Owned by others,1,M2N 3C8,ON,,Greenfield Avenue,36,,1473380419,23,51
-79.1998623,43.7466497,773,43.7466497,-79.1998623,,Point,,Toronto,,"123 Guildwood Parkway, Toronto, ON, M1E 4V2",,1,,Guildwood Branch (TPL),City Operated,,M1E 4V2,ON,,Guildwood Parkway,123,,1473380419,23,140
-79.410363,43.775893,774,43.775893,-79.410363,,Point,,Toronto,,"349 Kenneth Avenue, Toronto, ON, M2N 4V9",,,1,Willowdale United Church,Owned by others,1,M2N 4V9,ON,,Kenneth Avenue,349,,1473380419,23,51
-79.4112289,43.7714925,775,43.7714925,-79.4112289,,Point,,Toronto,1,"34 Parkview Avenue, Toronto, ON, M2N 3Y2",1,,,"Ontario Historical Society, John McKenzie House",City Owned,,M2N 3Y2,ON,,Parkview Avenue,34,,1473380419,23,51
-79.4057875,43.7696099,776,43.7696099,-79.4057875,,Point,,Toronto,,"100 Princess Avenue, Toronto, ON, M2N 3R7",,,1,Earl Haig Secondary School (Cringan Hall),Owned by others,1,M2N 3R7,ON,,Princess Avenue,100,,1473380419,23,51
-79.4078117,43.7635021,777,43.7635021,-79.4078117,,Point,,Toronto,,"80 Sheppard Avenue East, Toronto, ON, M2N 6E8",,,1,Metro Separate School Board Auditorium,Owned by others,1,M2N 6E8,ON,,Sheppard Avenue East,80,,1473380419,23,51
-79.3911949,43.7664344,778,43.7664344,-79.3911949,,Point,,Toronto,,"432 Sheppard Avenue East, Toronto, ON, M2N 3B7",,,1,St. Elizabeth of Hungary R.C. Church,Owned by others,1,M2N 3B7,ON,,Sheppard Avenue East,432,,1473380419,23,51
-79.4157873,43.7602515,779,43.7602515,-79.4157873,,Point,,Toronto,1,"95 Sheppard Avenue West, Toronto, ON, M2N 1M4",,,,Alliance Francaise de Toronto (North Campus),Owned by others,,M2N 1M4,ON,,Sheppard Avenue West,95,,1473380419,23,38
-79.4202587,43.7593146,780,43.7593146,-79.4202587,,Point,,Toronto,1,"185 Sheppard Avenue West, Toronto, ON, M2N 1M9",,,,Office of the Consulate General of the Republic of Trinidad and Tobago,Owned by others,1,M2N 1M9,ON,,Sheppard Avenue West,185,,1473380419,23,38
-79.4059242,43.7652651,781,43.7652651,-79.4059242,,Point,,Toronto,,"112 Spring Garden Avenue, Toronto, ON, M2N 3G3",,,1,Spring Garden Baptist Church,Owned by others,1,M2N 3G3,ON,,Spring Garden Avenue,112,,1473380419,23,51
-79.412709,43.7648382,782,43.7648382,-79.412709,,Point,,Toronto,,"4950 Yonge Street, Toronto, ON, M2N 6K1",,,,Solar Stage Children's Theatre,Owned by others,1,M2N 6K1,ON,,Yonge Street,4950,,1473380419,23,38
-79.4144948,43.766057800000013,783,43.7660578,-79.4144948,,Point,,Toronto,,"5040 Yonge Street, Toronto, ON, M2N 6R8",,,1,Toronto Centre for the Arts,City Owned,1,M2N 6R8,ON,,Yonge Street,5040,,1473380419,23,38
-79.414745,43.7672827,784,43.7672827,-79.414745,,Point,,Toronto,,"5100 Yonge Street, Toronto, ON, M2N 5V7",,,1,North York Civic Centre (Mel Lastman Square),City Owned,1,M2N 5V7,ON,,Yonge Street,5100,,1473380419,23,37
-79.4146793,43.7676135,785,43.7676135,-79.4146793,,Point,,Toronto,,"5110 Yonge Street, Toronto, ON, M2N 5V7",,,1,North York Memorial Hall,City Owned,1,M2N 5V7,ON,,Yonge Street,5110,,1473380419,23,37
-79.4143474,43.7684179,786,43.7684179,-79.4143474,,Point,,Toronto,1,"5120 Yonge Street, Toronto, ON, M2N 5N9",,1,1,North York Central Branch (TPL),City Owned,1,M2N 5N9,ON,,Yonge Street,5120,,1473380419,23,37
-79.4130824,43.7695329,787,43.7695329,-79.4130824,,Point,,Toronto,1,"5172 Yonge Street, Toronto, ON, M2N 5P6",1,,,David Gibson House Museum,City Owned,,M2N 5P6,ON,,Yonge Street,5172,,1473380419,23,37
-79.4141271,43.7740552,788,43.7740552,-79.4141271,,Point,,Toronto,,"5350 Yonge Street, Toronto, ON, M2N 2N1",,,1,St. George's Anglican Church,Owned by others,1,M2N 2N1,ON,,Yonge Street,5350,,1473380419,23,37
-79.3849352,43.7690889,789,43.7690889,-79.3849352,,Point,,Toronto,,"2901 Bayview Avenue, Toronto, ON, M2K 1E6",,1,,Bayview Branch (TPL),City operated,,M2K 1E6,ON,,Bayview Avenue,2901,,1473380419,24,52
-79.3906999,43.7815738,790,43.7815738,-79.3906999,,Point,,Toronto,,"3125 Bayview Avenue, Toronto, ON, M2K 1G2",,,1,The Grande Luxe Event Boutique,Owned by others,1,M2K 1G2,ON,,Bayview Avenue,3125,,1473380419,24,52
-79.4062686,43.7883747,791,43.7883747,-79.4062686,,Point,,Toronto,,"233 Cummer Avenue, Toronto, ON, M2M 2E8",,,1,Sisterhood of St. John The Divine,Owned by others,1,M2M 2E8,ON,,Cummer Avenue,233,,1473380419,24,50
-79.403683,43.7905605,792,43.7905605,-79.403683,,Point,,Toronto,,"288 Cummer Avenue, Toronto, ON, M2M 2E7",,,1,Willowdale Pentecostal Church,Owned by others,1,M2M 2E7,ON,,Cummer Avenue,288,,1473380419,24,50
-79.352304300000014,43.7932473,793,43.7932473,-79.3523043,,Point,,Toronto,,"1650 Finch Avenue East, Toronto, ON, M2J 4X9",,,1,Zion Church Cultural Centre,City Owned,1,M2J 4X9,ON,,Finch Avenue East,1650,,1473380419,24,48
-79.3792232,43.7793437,794,43.7793437,-79.3792232,,Point,,Toronto,,"43 Forest Grove Drive, Toronto, ON, M2K 1Z4",,,1,Forest Grove United Church,Owned by others,1,M2K 1Z4,ON,,Forest Grove Drive,43,,1473380419,24,52
-79.3694685,43.796611,795,43.796611,-79.3694685,,Point,,Toronto,,"5801 Leslie Street, Toronto, ON, M2H 1J8",,1,,Hillcrest Branch (Library),City Owned,1,M2H 1J8,ON,,Leslie Street,5801,,1473380419,24,48
-79.3707561,43.8011814,796,43.8011814,-79.3707561,,Point,,Toronto,,"6000 Leslie Street, Toronto, ON, M2H 1J9",,,1,Cummer Park Community Centre,City Owned,,M2H 1J9,ON,,Leslie Street,6000,,1473380419,24,49
-79.3515602,43.7939186,797,43.7939186,-79.3515602,,Point,,Toronto,,"1700 Finch Avenue East, Toronto, ON, M2J 4X8",,,1,Seneca Village Community Centre,City Owned,,M2J 4X8,ON,,Finch Avenue East,1700,,1473380419,24,48
-79.3689838,43.742443,798,43.742443,-79.3689838,,Point,,Toronto,,"120 Banbury Road, Toronto, ON, M3B 2L3 
",,,1,Banbury  Community Centre,City Owned,,"M3B 2L3 
",ON,,Banbury Road,120,,1473380419,25,42
-79.3706362,43.7530679,799,43.7530679,-79.3706362,,Point,,Toronto,,"300 Banbury Road, Toronto, ON, M2L 2V3",,,,Etienne Brule High School,Owned by others,1,M2L 2V3,ON,,Banbury Road,300,,1473380419,25,40
-79.3711999,43.7560137,800,43.7560137,-79.3711999,,Point,,Toronto,,"375 Banbury Road, Toronto, ON, M2L 2V2",,,,Windfield Junior High School,Owned by others,1,M2L 2V2,ON,,Banbury Road,375,,1473380419,25,40
-79.3801065,43.7251843,801,43.7251843,-79.3801065,,Point,,Toronto,,"2180 Bayview Avenue, Toronto, ON, M4N 3K7",,,,Lawrence Park Community Church,Owned by others,1,M4N 3K7,ON,,Bayview Avenue,2180,,1473380419,25,41
-79.3761165,43.7272507,802,43.7272507,-79.3761165,,Point,,Toronto,1,"2275 Bayview Avenue, Toronto, ON, M4N 3M6",,,1,"Glendon Gallery and Theatre, York University",Owned by others,1,M4N 3M6,ON,1,Bayview Avenue,2275,,1473380419,25,41
-79.379624400000012,43.7326825,803,43.7326825,-79.3796244,,Point,,Toronto,,"2365 Bayview Avenue, Toronto, ON, M2L 1A2",,,1,Crescent School (Centre for Creative Learning Theatre),Owned by others,1,M2L 1A2,ON,,Bayview Avenue,2365,,1473380419,25,41
-79.382589,43.7422221,804,43.7422221,-79.382589,,Point,,Toronto,,"2489 Bayview Avenue, Toronto, ON, M2L 1A8",,,,Canadian Film Centre,City Owned,,M2L 1A8,ON,1,Bayview Avenue,2489,,1473380419,25,41
-79.3842254,43.7516554,805,43.7516554,-79.3842254,,Point,,Toronto,,"2609 Bayview Avenue, Toronto, ON, M2L 1B5",,,,Oriole - York Mills United Church,Owned by others,1,M2L 1B5,ON,,Bayview Avenue,2609,,1473380419,25,40
-79.385535,43.754249,806,43.754249,-79.385535,,Point,,Toronto,,"2640 Bayview Avenue, Toronto, ON, M2L 1B7",,,,Kehillat Shaarei Torah,Owned by others,1,M2L 1B7,ON,,Bayview Avenue,2640,,1473380419,25,40
-79.386156,43.76082,807,43.76082,-79.386156,,Point,,Toronto,,"2737 Bayview Avenue, Toronto, ON, M2L 1C5",,,,Trinity Presbyterian Church,Owned by others,1,M2L 1C5,ON,,Bayview Avenue,2737,,1473380419,25,40
-79.3980822,43.7175841,808,43.7175841,-79.3980822,,Point,,Toronto,,"80 Blythwood Road, Toronto, ON, M4N 1A4",,,,Blythwood Road Baptist Church,Owned by others,1,M4N 1A4,ON,,Blythwood Road,80,,1473380419,25,103
-79.4052346,43.747141,809,43.747141,-79.4052346,,Point,,Toronto,,"19 Don Ridge Drive, Toronto, ON, M2P 1H3",,,,St. John's York Mills Anglican Church,Owned by others,1,M2P 1H3,ON,,Don Ridge Drive,19,,1473380419,25,40
-79.4049513,43.7309567,810,43.7309567,-79.4049513,,Point,,Toronto,1,"28 Fairlawn Avenue, Toronto, ON, M5M 1S7
",,,1,"The Fairlawn Neighbourhood Centre
",Owned by others,1,"M5M 1S7
",ON,,Fairlawn Avenue,28,,1473380419,25,105
-79.3834182,43.7284184,811,43.7284184,-79.3834182,,Point,,Toronto,,"306 Lawrence Avenue East, Toronto, ON, M4N 1T7",,,1,Toronto French School,Owned by others,,M4N 1T7,ON,,Lawrence Avenue East,306,,1473380419,25,41
-79.3582392,43.7342746,812,43.7342746,-79.3582392,,Point,,Toronto,1,"777 Lawrence Avenue East, Toronto, ON, M3C 1P2",,,1,Toronto Botanical Garden,Owned by others,1,M3C 1P2,ON,,Lawrence Avenue East,777,,1473380419,25,42
-79.3474353,43.7366657,813,43.7366657,-79.3474353,,Point,,Toronto,,"888 Lawrence Avenue East, Toronto, ON, M3C 1P6",,1,,Don Mills Branch (TPL),City Owned,1,M3C 1P6,ON,,Lawrence Avenue East,888,,1473380419,25,42
-79.3483472,43.7263824,814,43.7263824,-79.3483472,,Point,,Toronto,,"1133 Leslie Street, Toronto, ON, M3C 2J6",,,1,"Korean Cultural Centre (Community Centre, Dance Studio)",Owned by others,1,M3C 2J6,ON,,Leslie Street,1133,,1473380419,25,42
-79.3556624,43.7329479,815,43.7329479,-79.3556624,,Point,,Toronto,,"1300 Leslie Street, Toronto, ON, M3C 2K9",,,,St. Bonaventure Parish Centre,Owned by others,1,M3C 2K9,ON,,Leslie Street,1300,,1473380419,25,42
-79.4000697,43.7354231,816,43.7354231,-79.4000697,,Point,,Toronto,,"1901 Mount Pleasant Road, Toronto, ON, M4N 2W3",,,1,Rosedale Golf Club,Owned by others,,M4N 2W3,ON,,Mount Pleasant Road,1901,,1473380419,25,41
-79.3742311,43.7599149,817,43.7599149,-79.3742311,,Point,,Toronto,,"120 Old Colony Road, Toronto, ON, M2L 2K2",,,1,Temple Emanu-El,Owned by others,,M2L 2K2,ON,,Old Colony Road,120,,1473380419,25,40
-79.4044618,43.7435407,818,43.7435407,-79.4044618,,Point,,Toronto,,"25 Old York Mills Road, Toronto, ON, M2P 1B5",,,1,Agricola Lutheran Church,Owned by others,1,M2P 1B5,ON,,Old York Mills Road,25,,1473380419,25,41
-79.3480029,43.7324338,819,43.7324338,-79.3480029,,Point,,Toronto,,"33 Overland Drive, Toronto, ON, M3C 2C3",,,,Church of the Ascension,Owned by others,1,M3C 2C3,ON,,Overland Drive,33,,1473380419,25,42
-79.3801065,43.7251843,820,43.7251843,-79.3801065,,Point,,Toronto,,"2180 Bayview Avenue, Toronto, ON, M4N 3K7",,,1,Lawrence Park Community Church,Owned by others,1,M4N 3K7,ON,,Bayview Avenue,2180,,1473380419,25,41
-79.4002692,43.727724599999988,821,43.7277246,-79.4002692,,Point,,Toronto,,"81 Ranleigh Avenue, Toronto, ON, M4N 1X2",,,1,Bedford Park Community Centre,City Owned,,M4N 1X2,ON,,Ranleigh Avenue,81,,1473380419,25,105
-79.4015424,43.7262913,822,43.7262913,-79.4015424,,Point,,Toronto,,"25 Wanless Avenue, Toronto, ON, M4N 1V5",,,,St. Leonard's Anglican Church,Owned by others,1,M4N 1V5,ON,,Wanless Avenue,25,,1473380419,25,105
-79.4018707,43.7247927,823,43.7247927,-79.4018707,,Point,,Toronto,,"3083 Yonge Street, Toronto, ON, M4N 2K7",,1,,Locke Branch (TPL),City operated,1,M4N 2K7,ON,,Yonge Street,3083,,1473380419,25,103
-79.373600200000013,43.7515087,824,43.7515087,-79.3736002,,Point,,Toronto,1,"490 York Mills Road, Toronto, ON, M3B 1W6

",,,1,York Mills Collegiate Institute,Owned by others,1,"M3B 1W6

",ON,,York Mills Road,490,,1473380419,25,40
-79.3736988,43.7019803,825,43.7019803,-79.3736988,,Point,,Toronto,,"1399 Bayview Avenue, Toronto, ON, M4G 3A6",,,1,"St. Cuthbert's Anglican Church, Lamb's Hall Auditorium",Owned by others,1,M4G 3A6,ON,,Bayview Avenue,1399,,1473380419,26,56
-79.377189199999989,43.7142693,826,43.7142693,-79.3771892,,Point,,Toronto,,"1847 Bayview Avenue, Toronto, ON, M4G 3E4",,,1,St. Augustine of Canterbury Church,Owned by others,1,M4G 3E4,ON,,Bayview Avenue,1847,,1473380419,26,56
-79.369151,43.6937155,827,43.6937155,-79.369151,,Point,,Toronto,,"76 Bennington Heights Drive, Toronto, ON, M4G 1B1",,,1,Bennington Heights Elementary School,Owned by others,,M4G 1B1,ON,,Bennington Heights Drive,76,,1473380419,26,56
-79.3395847,43.7164673,828,43.7164673,-79.3395847,,Point,,Toronto,1,"770 Don Mills Road, Toronto, ON, M3C 1T3",,,1,Ontario Science Centre,Owned by others,1,M3C 1T3,ON,1,Don Mills Road,770,,1473380419,26,44
-79.3726219,43.7122272,829,43.7122272,-79.3726219,,Point,,Toronto,,"670 Eglinton Avenue East, Toronto, ON, M4G 2K4",,,1,Leaside Presbyterian Church,Owned by others,1,M4G 2K4,ON,,Eglinton Avenue East,670,,1473380419,26,56
-79.3349744,43.7264546,830,43.7264546,-79.3349744,,Point,,Toronto,1,"6 Garamond Court, Toronto, ON, M3C 1Z5",,,,Japanese Canadian Cultural Centre,Owned by others,1,M3C 1Z5,ON,,Garamond Court,6,,1473380419,26,42
-79.35924030000001,43.7084406,831,43.7084406,-79.3592403,,Point,,Toronto,1,"28 Industrial Street, Toronto, ON, M4G 1Y9",,,,Studio 203,Owned by others,,M4G 1Y9,ON,,Industrial Street,28,,1473380419,26,55
-79.3609386,43.7043503,832,43.7043503,-79.3609386,,Point,,Toronto,1,"51 Laird Drive, Toronto, ON, M4G 3T4",,,,Studio 51,Owned by others,,M4G 3T4,ON,,Laird Drive,51,,1473380419,26,55
-79.3677821,43.7062979,833,43.7062979,-79.3677821,,Point,,Toronto,1,"165 McRae Drive, Toronto, ON, M4G 1S8",,1,,Leaside Branch (TPL),City Owned,1,M4G 1S8,ON,,McRae Drive,165,,1473380419,26,56
-79.3600846,43.7027485,834,43.7027485,-79.3600846,,Point,,Toronto,,"1073 Millwood Road, Toronto, ON, M4G 1X6",,,1,Leaside Memorial Community Gardens - William Lea Room,City Owned,,M4G 1X6,ON,,Millwood Road,1073,,1473380419,26,55
-79.3412097,43.7081421,835,43.7081421,-79.3412097,,Point,,Toronto,,"76 Overlea Boulevard, Toronto, ON, M4H 1C5",,,1,Macedonian Cultural Centre,Owned by others,1,M4H 1C5,ON,,Overlea Boulevard,76,,1473380419,26,55
-79.3316281,43.7180414,836,43.7180414,-79.3316281,,Point,,Toronto,,"29 St. Dennis Drive, Toronto, ON, M3C 3J3",,1,,Flemingdon Park Branch (TPL),City operated,1,M3C 3J3,ON,,St. Dennis Drive,29,,1473380419,26,44
-79.342473,43.702562,837,43.702562,-79.342473,,Point,,Toronto,1,"46 Thorncliffe Park Drive, Toronto, ON, M4H 1J7",,,1,R.V. Burgess Park,City Owned,,M4H 1J7,ON,1,Thorncliffe Park Drive,46,,1473380419,26,55
-79.3425795,43.7029024,838,43.7029024,-79.3425795,,Point,,Toronto,,"48 Thorncliffe Park Drive, Toronto, ON, M4H 1J7",,1,,Thorncliffe Branch (TPL),City operated,,M4H 1J7,ON,,Thorncliffe Park Drive,48,,1473380419,26,55
-79.3603357,43.7118856,839,43.7118856,-79.3603357,,Point,,Toronto,1,"105 Vanderhoof Avenue, Toronto, ON, M4G 2H7",,,,Dylan Ellis Gallery,Owned by others,,M4G 2H7,ON,,Vanderhoof Avenue,105,,1473380419,26,55
-79.3291083,43.7269175,840,43.7269175,-79.3291083,,Point,,Toronto,1,"123 Wynford Drive, Toronto, ON, M3C 1K1",,,1,Noor Cultural Centre,Owned by others,1,M3C 1K1,ON,1,Wynford Drive,123,,1473380419,26,42
-79.368186799999989,43.7048248,841,43.7048248,-79.3681868,,Point,,Toronto,,"822 Millwood Road, Toronto, ON, M4G 1W4",,,1,Leaside United Church,Owned by others,1,M4G 1W4,ON,,Millwood Road,822,,1473380419,26,56
-79.3722921,43.705143,842,43.705143,-79.3722921,,Point,,Toronto,,"1 MacNaughton Road, Toronto, ON, M4G 3H3",,,1,St. Anselm's Catholic Parish,Owned by others,1,M4G 3H3,ON,,MacNaughton Road,1,,1473380419,26,56
-79.368186799999989,43.7048248,843,43.7048248,-79.3681868,,Point,,Toronto,,"822 Millwood Road, Toronto, ON, M4G 1W4",,,,Leaside Dance School,Owned by others,1,M4G 1W4,ON,,Millwood Road,822,,1473380419,26,56
-79.3474472,43.7039927,844,43.7039927,-79.3474472,,Point,,Toronto,,"16 Thorncliffe Park Drive, Toronto, ON, M4H 1H4",,,1,Thorncliffe Park United Church,Owned by others,1,M4H 1H4,ON,,Thorncliffe Park Drive,16,,1473380419,26,55
-79.3603357,43.7118856,845,43.7118856,-79.3603357,,Point,,Toronto,,"105 Vanderhoof Avenue, Toronto, ON, M4G 2H7",,,,Turning Pointe Academy of Dance,Owned by others,1,M4G 2H7,ON,,Vanderhoof Avenue,105,,1473380419,26,55
-79.3620878,43.705859,846,43.705859,-79.3620878,,Point,,Toronto,,"94 Laird Drive, Toronto, ON, M4G 3V2",,,,Rosedale Gym Club,Owned by others,1,M4G 3V2,ON,,Laird Drive,94,,1473380419,26,56
-79.3621017,43.7058664,847,43.7058664,-79.3621017,,Point,,Toronto,,"88 Laird Drive, Toronto, ON, M4G 3V1",,,,Musica,Owned by others,1,M4G 3V1,ON,,Laird Drive,88,,1473380419,26,56
-79.3661561,43.7043145,848,43.7043145,-79.3661561,,Point,,Toronto,,"862 Millwood Road, Toronto, ON, M4G 1W6",,,,Leaside Music Studio,Owned by others,1,M4G 1W6,ON,,Millwood Road,862,,1473380419,26,56
-79.3730436,43.7114298,849,43.7114298,-79.3730436,,Point,,Toronto,,"200 Hanna Road, Toronto, ON, M4G 3N8",,,1,Leaside High School,Owned by others,1,M4G 3N8,ON,,Hanna Road,200,,1473380419,26,56
-79.3673098,43.7055501,850,43.7055501,-79.3673098,,Point,,Toronto,,"110 Rumsey Road, Toronto, ON, M4G 1P2",,,1,Trace Manes Park - Community Centre,City Owned,,M4G 1P2,ON,,Rumsey Road,110,,1473380419,26,56
-79.3366621,43.721861,851,43.721861,-79.3366621,,Point,,Toronto,,"15 Gervais Drive, Suite 202, Toronto, ON, M3C 1Y8",,,1,Ontario Federation of Labour,Owned by others,,M3C 1Y8,ON,,Gervais Drive,15,Suite 202,1473380419,26,42
-79.3499484,43.705106099999988,852,43.7051061,-79.3499484,,Point,,Toronto,,"6 Thorncliffe Park Drive, Toronto, ON, M4H 2S4",,,1,Cypriot Community Centre,Owned by others,,M4H 2S4,ON,,Thorncliffe Park Drive,6,,1473380419,26,55
-79.3584753,43.7033747,853,43.7033747,-79.3584753,,Point,,Toronto,,"1 Laird Drive, Toronto, ON, M4G 3S8",,,1,All Canadian Self Storage,Owned by others,,M4G 3S8,ON,,Laird Drive,1,,1473380419,26,55
-79.3568397,43.7066569,854,43.7066569,-79.3568397,,Point,,Toronto,,"45 Esandar Drive, Toronto, ON, M4G 4C5",,,1,Amsterdam Brewery,Owned by others,,M4G 4C5,ON,,Esandar Drive,45,,1473380419,26,55
-79.3752739,43.706089,855,43.706089,-79.3752739,,Point,,Toronto,,"1595 Bayview Avenue, Toronto, ON, M4G 3B5",,,,Second Cup,Owned by others,1,M4G 3B5,ON,,Bayview Avenue,1595,,1473380419,26,56
-79.3635623,43.7104642,856,43.7104642,-79.3635623,,Point,,Toronto,,"190 Laird Drive, Toronto, ON, M4G 3W2",,,,Fox and Fiddle,Owned by others,1,M4G 3W2,ON,,Laird Drive,190,,1473380419,26,55
-79.3747276,43.7051017,857,43.7051017,-79.3747276,,Point,,Toronto,1,"1541A Bayview Avenue, Toronto, ON, M4G 3B5",,,,State of the Art Gallery,Owned by others,,M4G 3B5,ON,,Bayview Avenue,1541A,,1473380419,26,56
-79.3632029,43.7094479,858,43.7094479,-79.3632029,,Point,,Toronto,,"150 Laird Drive, Toronto, ON, M4G 3V7",,,,Bravo Academy for the Performing Arts,Owned by others,1,M4G 3V7,ON,,Laird Drive,150,,1473380419,26,56
-79.3412097,43.7081421,859,43.7081421,-79.3412097,,Point,,Toronto,,"76 Overlea Boulevard, Toronto, ON, M4H 1C5",,,1, St. Clement of Orhid - Macedonian Orthodox Cathedral,Owned by others,1,M4H 1C5,ON,,Overlea Boulevard,76,,1473380419,26,55
-79.3776497,43.7177545,860,43.7177545,-79.3776497,,Point,,Toronto,,"1929 Bayview Avenue, Toronto, ON, M4G 3E8",,,1,CNIB - Toronto,Owned by others,,M4G 3E8,ON,,Bayview Avenue,1929,,1473380419,26,41
-79.3830659,43.6633185,861,43.6633185,-79.3830659,,Point,,Toronto,,"12 Alexander Street, Toronto, ON, M4Y 1B4",,,,Buddies in Bad Times Theatre,City Owned,1,M4Y 1B4,ON,,Alexander Street,12,,1473380419,27,75
-79.3795487,43.6636136,862,43.6636136,-79.3795487,,Point,,Toronto,,"83 Alexander Street, Toronto, ON, M4Y 1B7",,,1,Church Street Junior Public School,Owned by others,1,M4Y 1B7,ON,,Alexander Street,83,,1473380419,27,75
-79.3947982,43.670838,863,43.670838,-79.3947982,,Point,,Toronto,1,"49 Avenue Road, Toronto, ON, M5R 2G3",,,,Ingram Gallery,Owned by others,,M5R 2G3,ON,,Avenue Road,49,,1473380419,27,95
-79.3954564,43.6731767,864,43.6731767,-79.3954564,,Point,,Toronto,,"111 Avenue Road, Toronto, ON, M5R 3J8",,,1,The Hazelton Place,Owned by others,,M5R 3J8,ON,,Avenue Road,111,,1473380419,27,95
-79.3970045,43.6762199,865,43.6762199,-79.3970045,,Point,,Toronto,1,"217 Avenue Road, Toronto, ON, M5R 2J3",,,,De Luca Fine Art Gallery,Owned by others,,M5R 2J3,ON,,Avenue Road,217,,1473380419,27,95
-79.3972162,43.6769577,866,43.6769577,-79.3972162,,Point,,Toronto,,"243 Avenue Road, Toronto, ON, M5R 2J6",,,1,Hare Krishna Centre,Owned by others,,M5R 2J6,ON,,Avenue Road,243,,1473380419,27,95
-79.3876749,43.6634308,867,43.6634308,-79.3876749,,Point,,Toronto,1,"900 Bay Street, Toronto, ON, M7A 2E3",,,,John Baird Gallery,Owned by others,,M7A 2E3,ON,,Bay Street,900,,1473380419,27,76
-79.3839523,43.6705184,868,43.6705184,-79.3839523,,Point,,Toronto,,"117 Bloor Street East, Toronto, ON, M4W 3G8",,,1,St. Andrew's United Church,Owned by others,1,M4W 3G8,ON,,Bloor Street East,117,,1473380419,27,75
-79.3839425,43.6705364,869,43.6705364,-79.3839425,,Point,,Toronto,,"121 Bloor Street East, Toronto, ON, M4W 1A9",,,,"Global Television, Shaw Media",Owned by others,,M4W 1A9,ON,1,Bloor Street East,121,,1473380419,27,75
-79.3819235,43.6712698,870,43.6712698,-79.3819235,,Point,,Toronto,,"227 Bloor Street East, Toronto, ON, M4W 1C8",,,1,St. Paul's Anglican Church,Owned by others,1,M4W 1C8,ON,,Bloor Street East,227,,1473380419,27,75
-79.3663287,43.6738937,871,43.6738937,-79.3663287,,Point,,Toronto,,"711 Bloor Street East, Toronto, ON, M4W 1J4",,,1,Rosedale Heights Secondary School,Owned by others,1,M4W 1J4,ON,,Bloor Street East,711,,1473380419,27,71
-79.3885937,43.669567099999988,872,43.6695671,-79.3885937,,Point,,Toronto,,"55 Bloor Street West, Toronto, ON, M4W 1A5",,,,"Cineplex Odeon Varsity Cinemas, Indigo Books (Manulife Centre)",Owned by others,,M4W 1A5,ON,1,Bloor Street West,55,,1473380419,27,76
-79.3902855,43.6697141,873,43.6697141,-79.3902855,,Point,,Toronto,1,"80 Bloor Street West, Concourse level Suite C1, Toronto, ON, M5S 2V1",,,,WORKShop Inc.,Owned by others,,M5S 2V1,ON,,Bloor Street West,80,Concourse level Suite C1,1473380419,27,95
-79.392315400000015,43.6687028,874,43.6687028,-79.3923154,,Point,,Toronto,1,"131 Bloor Street West, Suite 213, Toronto, ON, M5S 1R1",,,,The Japan Foundation Toronto,Owned by others,1,M5S 1R1,ON,,Bloor Street West,131,Suite 213,1473380419,27,76
-79.3940147,43.6691377,875,43.6691377,-79.3940147,,Point,,Toronto,,"162 Bloor Street West, Toronto, ON, M5S 1M4",,,,Church of the Redeemer,Owned by others,1,M5S 1M4,ON,,Bloor Street West,162,,1473380419,27,95
